County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Lincoln,Legislative District 7 State Representative Pos. 2,Joel Kretz,(Prefers Republican Party),4628,100,Legislative District 7
Lincoln,LINCOLN COUNTY COUNTY COMMISSIONER #1,Dennis D. Bly,(Prefers Republican Party),3323,63.98,LINCOLN COUNTY
Lincoln,LINCOLN COUNTY COUNTY COMMISSIONER #1,Gary Schoessler,(Prefers Republican Party),1871,36.02,LINCOLN COUNTY
Lincoln,LINCOLN COUNTY COUNTY COMMISSIONER #2,Scott Hutsell,(Prefers Republican Party),3279,56.7,LINCOLN COUNTY
Lincoln,LINCOLN COUNTY COUNTY COMMISSIONER #2,Joel Jahn,(Prefers Democratic Party),2504,43.3,LINCOLN COUNTY
Lincoln,Supreme Court Justice Position 3,Mary Fairhurst,,4032,100,Supreme Court
Lincoln,Supreme Court Justice Position 4,Charles W. Johnson,,4007,100,Supreme Court
Lincoln,Supreme Court Justice Position 7,Debra L. Stephens,,3981,100,Supreme Court
Lincoln,"Court of Appeals, Division 3, District 1 Judge Position 2",Kevin M. Korsmo,,3944,100,"Court of Appeals, Division 3, District 1"
Lincoln,Lincoln Superior Court Judge Position 1,John F. Strohmaier,,2930,52.6,Lincoln Superior Court
Lincoln,Lincoln Superior Court Judge Position 1,Joshua F. Grant,,2640,47.4,Lincoln Superior Court
Lincoln,PUBLIC UTILITY DIST 1 PUBLIC UTILITY COMMISSIONER #1,Merlin K. Jantz,,4254,100,PUBLIC UTILITY DIST 1
Lincoln,"CEMETERY DISTRICT 7 Proposition No. 1 Water System Repairs and Maintenance Levy - $7,000",Levy Yes,,191,62.42,CEMETERY DISTRICT 7
Lincoln,"CEMETERY DISTRICT 7 Proposition No. 1 Water System Repairs and Maintenance Levy - $7,000",Levy No,,115,37.58,CEMETERY DISTRICT 7
Lincoln,"PARK/REC DISTRICT 3 Proposition No. 1 Maintenance and Operation Levy - $100,000",Levy Yes,,817,53.36,PARK/REC DISTRICT 3
Lincoln,"PARK/REC DISTRICT 3 Proposition No. 1 Maintenance and Operation Levy - $100,000",Levy No,,714,46.64,PARK/REC DISTRICT 3
Mason,Statewide Initiative Measure 985 concerns transportation,Yes,,11880,43.31,Statewide
Mason,Statewide Initiative Measure 985 concerns transportation,No,,15550,56.69,Statewide
Mason,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,17122,61.05,Statewide
Mason,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,10923,38.95,Statewide
Mason,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,20658,74.66,Statewide
Mason,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,7012,25.34,Statewide
Mason,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,15050,53.17,United States
Mason,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,12600,44.51,United States
Mason,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,358,1.26,United States
Mason,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,7,0.02,United States
Mason,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,5,0.02,United States
Mason,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,128,0.45,United States
Mason,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,115,0.41,United States
Mason,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,43,0.15,United States
Mason,U.S. Congressional District 6 Representative,Norm Dicks,(Prefers Democratic Party),17710,64.11,U.S. Congressional District 6
Mason,U.S. Congressional District 6 Representative,Doug Cloud,(Prefers Republican Party),9915,35.89,U.S. Congressional District 6
Mason,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),13942,49.58,Washington State
Mason,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),14181,50.42,Washington State
Mason,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),18544,67.78,Washington State
Mason,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),8817,32.22,Washington State
Mason,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),16933,62.55,Washington State
Mason,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),10140,37.45,Washington State
Mason,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),13441,50.33,Washington State
Mason,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),13266,49.67,Washington State
Mason,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),17052,63.81,Washington State
Mason,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),9670,36.19,Washington State
Mason,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),17019,62.79,Washington State
Mason,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),10084,37.21,Washington State
Mason,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),15407,56.97,Washington State
Mason,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),11635,43.03,Washington State
Mason,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,11661,46.55,Washington State
Mason,Washington State Superintendent of Public Instruction,Randy Dorn,,13390,53.45,Washington State
Mason,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),16148,61.12,Washington State
Mason,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),10271,38.88,Washington State
Mason,Legislative District 35 State Representative Pos. 1,Kathy Haigh,(Prefers Democratic Party),17166,63.79,Legislative District 35
Mason,Legislative District 35 State Representative Pos. 1,Marco Brown,(Prefers Republican Party),9745,36.21,Legislative District 35
Mason,Legislative District 35 State Representative Pos. 2,Fred Finn,(Prefers Democratic Party),15100,56.4,Legislative District 35
Mason,Legislative District 35 State Representative Pos. 2,Randy Neatherlin,(Prefers (G.O.P.) Party),11671,43.6,Legislative District 35
Mason,Mason County Commissioner District #1,Lynda Ring-Erickson,(Prefers Democratic Party),14159,59.44,Mason
Mason,Mason County Commissioner District #1,Rick Ryan,(Prefers Democratic Party),9661,40.56,Mason
Mason,Mason County Commissioner District #2,Tim Sheldon,(Prefers Democratic Party),16209,63.03,Mason
Mason,Mason County Commissioner District #2,Roslynne Reed,(Prefers Democratic Party),9506,36.97,Mason
Mason,Supreme Court Justice Position 3,Mary Fairhurst,,19515,100,Supreme Court
Mason,Supreme Court Justice Position 4,Charles W. Johnson,,19520,100,Supreme Court
Mason,Supreme Court Justice Position 7,Debra L. Stephens,,19311,100,Supreme Court
Mason,"Court of Appeals, Division 2, District 2 Judge Position 1",(Joyce) Robin Hunt,,19407,100,"Court of Appeals, Division 2, District 2"
Mason,Mason Superior Court Judge Position 1,Amber Finlay,,13264,52.35,Mason Superior Court
Mason,Mason Superior Court Judge Position 1,Dan Goodell,,12071,47.65,Mason Superior Court
Mason,Pud District 1 PUD Commissioner District #2,Ronald S. Gold,,812,58.67,Pud District 1
Mason,Pud District 1 PUD Commissioner District #2,Tom Strong,,572,41.33,Pud District 1
Mason,Pud District 3 PUD Commissioner District #2,Tom Farmer,,10377,51.54,Pud District 3
Mason,Pud District 3 PUD Commissioner District #2,Doug Womack,,9756,48.46,Pud District 3
Mason,Fire Protection Dist#6 Fire Protection District 6 Proposition for Property Tax Levy Lid Lift,LEVY....YES,,478,48.09,Fire Protection Dist#6
Mason,Fire Protection Dist#6 Fire Protection District 6 Proposition for Property Tax Levy Lid Lift,LEVY....NO,,516,51.91,Fire Protection Dist#6
Mason,Fire Protection Dist#8 Fire Protection District 8 Proposition for Property Tax Levy Lid Lift,LEVY....YES,,188,41.05,Fire Protection Dist#8
Mason,Fire Protection Dist#8 Fire Protection District 8 Proposition for Property Tax Levy Lid Lift,LEVY....NO,,270,58.95,Fire Protection Dist#8
Okanogan,Statewide Initiative Measure 985 concerns transportation,Yes,,5117,32,Statewide
Okanogan,Statewide Initiative Measure 985 concerns transportation,No,,10873,68,Statewide
Okanogan,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,Yes,,9274,56.2,Statewide
Okanogan,Statewide Initiative Measure 1000 concerns allowing certain terminally ill competent adults to obtain lethal prescriptions,No,,7227,43.8,Statewide
Okanogan,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,Yes,,11233,68.82,Statewide
Okanogan,Statewide Initiative Measure 1029 concerns long-term care services for the elderly and persons with disabilities,No,,5089,31.18,Statewide
Okanogan,United States President/Vice President,Barack Obama / Joe Biden,Democratic Party Nominees,7613,45.13,United States
Okanogan,United States President/Vice President,John McCain / Sarah Palin,Republican Party Nominees,8798,52.15,United States
Okanogan,United States President/Vice President,Ralph Nader / Matt Gonzalez,Independent Candidates,224,1.33,United States
Okanogan,United States President/Vice President,Gloria La Riva / Eugene Puryear,Socialism & Liberation Party Nominees,4,0.02,United States
Okanogan,United States President/Vice President,James E. Harris / Alyson Kennedy,Socialist Workers Party Nominees,9,0.05,United States
Okanogan,United States President/Vice President,Bob Barr / Wayne A. Root,Libertarian Party Nominees,87,0.52,United States
Okanogan,United States President/Vice President,Chuck Baldwin / Darrell L. Castle,Constitution Party Nominees,105,0.62,United States
Okanogan,United States President/Vice President,Cynthia McKinney / Rosa Clemente,Green Party Nominees,30,0.18,United States
Okanogan,U.S. Congressional District 5 Representative,Cathy McMorris Rodgers,(Prefers Republican Party),11082,67.37,U.S. Congressional District 5
Okanogan,U.S. Congressional District 5 Representative,Mark Mays,(Prefers Democratic Party),5367,32.63,U.S. Congressional District 5
Okanogan,Washington State Governor,Christine Gregoire,(Prefers Democratic Party),6575,39.27,Washington State
Okanogan,Washington State Governor,Dino Rossi,(Prefers G.O.P. Party),10168,60.73,Washington State
Okanogan,Washington State Lt. Governor,Brad Owen,(Prefers Democratic Party),8159,52.05,Washington State
Okanogan,Washington State Lt. Governor,Marcia McCraw,(Prefers Republican Party),7516,47.95,Washington State
Okanogan,Washington State Secretary of State,Sam Reed,(Prefers Republican Party),9818,62.6,Washington State
Okanogan,Washington State Secretary of State,Jason Osgood,(Prefers Democratic Party),5865,37.4,Washington State
Okanogan,Washington State State Treasurer,Allan Martin,(Prefers Republican Party),8727,56.52,Washington State
Okanogan,Washington State State Treasurer,Jim McIntire,(Prefers Democratic Party),6713,43.48,Washington State
Okanogan,Washington State State Auditor,Brian Sonntag,(Prefers Democratic Party),8258,53.16,Washington State
Okanogan,Washington State State Auditor,J. Richard (Dick) McEntee,(Prefers Republican Party),7276,46.84,Washington State
Okanogan,Washington State Attorney General,Rob McKenna,(Prefers Republican Party),9971,63.45,Washington State
Okanogan,Washington State Attorney General,John Ladenburg,(Prefers Democratic Party),5743,36.55,Washington State
Okanogan,Washington State Commissioner of Public Lands,Doug Sutherland,(Prefers Republican Party),8028,49.74,Washington State
Okanogan,Washington State Commissioner of Public Lands,Peter J. Goldmark,(Prefers Democratic Party),8112,50.26,Washington State
Okanogan,Washington State Superintendent of Public Instruction,Teresa (Terry) Bergeson,,6840,48.84,Washington State
Okanogan,Washington State Superintendent of Public Instruction,Randy Dorn,,7166,51.16,Washington State
Okanogan,Washington State Insurance Commissioner,Mike Kreidler,(Prefers Democratic Party),7452,49.18,Washington State
Okanogan,Washington State Insurance Commissioner,John R. Adams,(Prefers Republican Party),7699,50.82,Washington State
Okanogan,Legislative District 7 State Representative Pos. 1,Shelly Short,(Prefers Republican Party),5477,67.45,Legislative District 7
Okanogan,Legislative District 7 State Representative Pos. 1,Sue Lani Madsen,(Prefers Republican Party),2643,32.55,Legislative District 7
Okanogan,Legislative District 7 State Representative Pos. 2,Joel Kretz,(Prefers Republican Party),7359,100,Legislative District 7
Okanogan,Legislative District 12 State Senator,Linda Evans Parlette,(Prefers G.O.P. Party),4903,100,Legislative District 12
Okanogan,Legislative District 12 State Representative Pos. 1,Cary Condotta,(Prefers Republican Party),4470,100,Legislative District 12
Okanogan,Legislative District 12 State Representative Pos. 2,Mike Armstrong,(Prefers Republican Party),2922,52.59,Legislative District 12
Okanogan,Legislative District 12 State Representative Pos. 2,Courtney Cox,(Prefers Republican Party),2634,47.41,Legislative District 12
Okanogan,Supreme Court Justice Position 3,Mary Fairhurst,,9955,100,Supreme Court
Okanogan,Supreme Court Justice Position 4,Charles W. Johnson,,9825,100,Supreme Court
Okanogan,Supreme Court Justice Position 7,Debra L. Stephens,,9882,100,Supreme Court
Okanogan,"Court of Appeals, Division 3, District 1 Judge Position 2",Kevin M. Korsmo,,9685,100,"Court of Appeals, Division 3, District 1"
